ciudad,temperatura,unidad
Melbourne_3362,-6.9,C
Auckland_3363,6.3,C
Paris_3364,79.4,F
CDMX_3365,-14.2,C
Estocolmo_3366,17.8,C
Lagos_3367,31.5,F
Atenas_3368,116,F
Dubai_3369,-21.3,F
Denver_3370,-7.1,F
Toronto_3371,49.3,F
Chicago_3372,-16.7,F
Toronto_3373,36.3,C
Madrid_3374,1.7,C
Estocolmo_3375,1,F
Houston_3376,108.8,F
Caracas_3377,30.5,C
Guadalajara_3378,104.2,F
Lima_3379,-2,C
Nairobi_3380,-29.6,C
Ankara_3381,-25.6,C
Madrid_3382,-0.3,C
Cancun_3383,9.1,F
Chicago_3384,39.3,C
Santiago_3385,28.1,C
Londres_3386,23.2,F
Melbourne_3387,-22.6,C
Helsinki_3388,44.9,C
Estocolmo_3389,55.6,F
Cairo_3390,9,C
Miami_3391,35.2,C
Helsinki_3392,-19.5,C
Auckland_3393,63.2,F
Oslo_3394,44.6,C
Caracas_3395,120,F
CDMX_3396,9.9,C
Reykjavik_3397,14.9,C
Tijuana_3398,116.2,F
Budapest_3399,-4.9,F
Nueva York_3400,84.7,F
CDMX_3401,-26.1,C
Berlin_3402,6.4,C
Seattle_3403,14.5,F
Berlin_3404,40,F
Tokio_3405,83.9,F
Nueva York_3406,45.1,C
Bangkok_3407,27.5,F
Oslo_3408,76.1,F
Atenas_3409,-18.4,C
Pekín_3410,-14.9,C
Las Vegas_3411,98.1,F
Helsinki_3412,-21.5,F
Singapur_3413,-20.4,C
Bangkok_3414,32.4,F
Guadalajara_3415,34.1,C
Varsovia_3416,29.2,C
Reykjavik_3417,22.6,C
Los Angeles_3418,2.4,C
Reykjavik_3419,5.1,F
Lima_3420,102.8,F
Madrid_3421,81.4,F
Phoenix_3422,29.6,C
Oslo_3423,46.1,C
Auckland_3424,105.5,F
Caracas_3425,30.9,F
Toronto_3426,54.5,F
Cairo_3427,73.7,F
Lagos_3428,26.3,C
Melbourne_3429,-17.8,F
Lima_3430,-1.5,C
Guadalajara_3431,30.6,C
Seattle_3432,-0.9,C
Oslo_3433,7.1,C
Singapur_3434,5.4,C
Dubai_3435,-27.8,C
Tokio_3436,36.4,C
Reykjavik_3437,117.7,F
Tokio_3438,13.8,F
Melbourne_3439,-3.7,C
Lagos_3440,33.1,C
Auckland_3441,66.1,F
Singapur_3442,82.8,F
Budapest_3443,-13.6,F
Nairobi_3444,-12.6,C
Bangkok_3445,112.7,F
Toronto_3446,-13.8,F
Chicago_3447,83,F
Miami_3448,-15.2,C
Boston_3449,-12.1,F
Atenas_3450,19.8,F
Singapur_3451,80.5,F
Los Angeles_3452,106.2,F
Sydney_3453,46.7,C
Moscu_3454,27.7,F
Cairo_3455,76,F
Tijuana_3456,36.2,F
Houston_3457,5.7,C
Moscu_3458,-7.1,C
Reykjavik_3459,85.1,F
Miami_3460,48.6,C
Varsovia_3461,67.1,F
Nueva York_3462,5.3,F
Madrid_3463,35.5,C
Oslo_3464,33.9,F
Denver_3465,49.8,F
Estocolmo_3466,-21.7,C
Phoenix_3467,93.2,F
Cancun_3468,117.5,F
Estocolmo_3469,0.1,C
Cancun_3470,109.4,F
Houston_3471,11,C
Ankara_3472,20.3,C
Bogota_3473,-26.1,C
Cairo_3474,98,F
Phoenix_3475,19,F
Chicago_3476,-24.1,C
Mumbai_3477,-5.7,F
Sydney_3478,46.8,F
Paris_3479,35.5,F
Mumbai_3480,78,F
Puebla_3481,-15.4,C
Budapest_3482,37.2,C
Sydney_3483,-5.2,F
Honolulu_3484,83.7,F
Ankara_3485,47.2,C
Ankara_3486,-28.9,C
Las Vegas_3487,21.5,C
Oslo_3488,-10,C
Estocolmo_3489,-12.7,C
Varsovia_3490,61.8,F
Nueva York_3491,-0.8,C
Dubai_3492,88.5,F
Budapest_3493,-24.1,C
Caracas_3494,85.5,F
Las Vegas_3495,109.9,F
Reykjavik_3496,112.3,F
Pekín_3497,0,C
Paris_3498,35.7,C
Denver_3499,-0.6,C
Miami_3500,56.1,F
Reykjavik_3501,62,F
Sydney_3502,53.6,F
Guadalajara_3503,-26.9,C
Cancun_3504,119.1,F
Atenas_3505,11.1,C
Tijuana_3506,-0.6,C
Buenos Aires_3507,44.4,C
Bangkok_3508,27.4,C
Moscu_3509,46,C
Auckland_3510,-4.8,C
Cairo_3511,86,F
Phoenix_3512,4.3,F
Tokio_3513,-12.4,C
Dubai_3514,111.7,F
CDMX_3515,32.7,C
Budapest_3516,-6,C
Mumbai_3517,-11.2,C
Cairo_3518,-17.7,C
Toronto_3519,0.3,C
Caracas_3520,11.4,C
Moscu_3521,16.7,C
Tokio_3522,13.3,C
Puebla_3523,30.3,F
Auckland_3524,94.6,F
Berlin_3525,4.6,F
Seattle_3526,-2.4,F
Seattle_3527,75,F
Auckland_3528,82.8,F
Las Vegas_3529,16.2,C
Dubai_3530,38.8,F
Ankara_3531,41.9,F
Cairo_3532,-11.3,F
Santiago_3533,16.1,C
Oslo_3534,-2.4,F
Santiago_3535,50.3,F
Las Vegas_3536,12.2,C
Honolulu_3537,45.6,F
Nairobi_3538,27.8,C
Lagos_3539,-16.2,C
Roma_3540,106.8,F
Lagos_3541,98.1,F
Auckland_3542,99.1,F
Roma_3543,54.3,F
Cancun_3544,104.4,F
Chicago_3545,-3.9,F
Melbourne_3546,28.9,C
Nueva York_3547,89.3,F
Madrid_3548,-5.5,C
Houston_3549,28.4,C
Pekín_3550,2.7,C
Ankara_3551,-19.3,C
Sydney_3552,23.1,C
Tijuana_3553,23.6,C
Melbourne_3554,8,C
Berlin_3555,-20.4,C
Helsinki_3556,54.7,F
Budapest_3557,105.4,F
Lima_3558,26.5,C
Lima_3559,22.6,F
CDMX_3560,71.6,F
Chicago_3561,4,C
Oslo_3562,45.6,C
Bogota_3563,23.3,C
Nairobi_3564,66.8,F
Bangkok_3565,120,F
Bangkok_3566,28.7,C
Roma_3567,-0.5,F
Dubai_3568,41.3,F
Lima_3569,-23.7,C
Santiago_3570,40.8,C
Londres_3571,-2.8,C
Miami_3572,13.3,C
Londres_3573,18.3,C
Tokio_3574,-20,F
Chicago_3575,3.1,C
Bangkok_3576,36.6,F
Moscu_3577,40.2,F
Helsinki_3578,-10.5,C
Londres_3579,19.8,C
Santiago_3580,-3.5,C
Nueva York_3581,39.5,F
Ankara_3582,118.7,F
Bogota_3583,50.2,F
Roma_3584,12.4,F
Melbourne_3585,108.8,F
Paris_3586,6.3,C
Bogota_3587,-20,C
Nueva York_3588,40.5,C
Ankara_3589,-7,C
Guadalajara_3590,35,C
Cairo_3591,102.2,F
Lisboa_3592,68.6,F
Auckland_3593,1.6,F
Guadalajara_3594,28,C
Cancun_3595,19,F
Auckland_3596,96.9,F
Berlin_3597,22.9,C
Denver_3598,2.6,F
Auckland_3599,-6.9,C
Lisboa_3600,37.3,C
Honolulu_3601,65.6,F
Lima_3602,57.4,F
Monterrey_3603,117.2,F
Pekín_3604,-26.6,C
Puebla_3605,-6.3,C
Miami_3606,-29.3,C
Oslo_3607,57.8,F
Denver_3608,33,F
Lagos_3609,-18.9,C
Oslo_3610,-5.6,C
Phoenix_3611,-9.8,F
Paris_3612,25,F
Auckland_3613,18.7,C
Atenas_3614,-2.5,C
Pekín_3615,41.6,C
Chicago_3616,17.7,C
Los Angeles_3617,-14.6,C
Singapur_3618,-11.8,C
Berlin_3619,14.7,F
Lima_3620,-14.9,C
Varsovia_3621,4.6,C
Londres_3622,77.2,F
Reykjavik_3623,101.5,F
Los Angeles_3624,42.1,C
Caracas_3625,27.1,C
Paris_3626,53.3,F
Puebla_3627,-15.4,F
Helsinki_3628,-5.7,F
Lagos_3629,22.3,F
Denver_3630,26.2,F
Londres_3631,72.5,F
Madrid_3632,-4.8,C
Buenos Aires_3633,7.8,C
Estocolmo_3634,30.3,C
Santiago_3635,105.9,F
Singapur_3636,103.5,F
Reykjavik_3637,-7.2,F
Mumbai_3638,86.8,F
Cancun_3639,119.7,F
Phoenix_3640,-7.1,C
Puebla_3641,-11.4,C
Ankara_3642,13.2,C
Oslo_3643,2.7,C
Guadalajara_3644,37.3,C
Melbourne_3645,107.5,F
Santiago_3646,37.4,C
Ankara_3647,5.5,F
Dubai_3648,43.9,F
Oslo_3649,25.4,F
Tokio_3650,4.4,C
Moscu_3651,51.3,F
Nairobi_3652,56.8,F
Reykjavik_3653,104.8,F
Budapest_3654,11,F
Santiago_3655,72.9,F
Roma_3656,30.8,F
Helsinki_3657,39.7,F
Sydney_3658,15.9,C
Cairo_3659,50,F
Ankara_3660,31.7,C
Cancun_3661,-8.2,C
Cairo_3662,89.7,F
Phoenix_3663,80.9,F
Los Angeles_3664,89.4,F
Ankara_3665,-21,F
Moscu_3666,-8.5,F
Dubai_3667,2.1,F
Cancun_3668,-20.4,C
Sydney_3669,45,C
Roma_3670,38,C
Miami_3671,-26.6,C
Phoenix_3672,68.8,F
Paris_3673,46.2,F
Miami_3674,30.1,F
Budapest_3675,9.5,F
Denver_3676,-15.3,C
Seattle_3677,31.1,F
Pekín_3678,-22.2,C
Chicago_3679,88,F
Cairo_3680,-7.1,C
Nueva York_3681,-11.9,C
Cairo_3682,-13.6,C
Las Vegas_3683,4.8,C
Honolulu_3684,19.4,C
Estocolmo_3685,19.8,F
Lisboa_3686,-10.9,F
Sydney_3687,88.9,F
Atenas_3688,111.1,F
Estocolmo_3689,-15.5,C
Sydney_3690,35.3,F
Los Angeles_3691,4.5,C
Boston_3692,96,F
Tokio_3693,27,C
Los Angeles_3694,46.1,F
Miami_3695,40.3,C
Ankara_3696,41.5,C
Seattle_3697,-11.7,C
Monterrey_3698,15.1,C
Berlin_3699,25.8,C
Londres_3700,3.8,C
Auckland_3701,-27.6,C
Roma_3702,33.1,C
Lagos_3703,-5.4,C
Pekín_3704,-12.6,C
Pekín_3705,66.7,F
Ankara_3706,93.7,F
Toronto_3707,13.2,C
Santiago_3708,18.4,C
Auckland_3709,75.9,F
Lagos_3710,-21.1,C
Seattle_3711,-0.5,C
Buenos Aires_3712,64.1,F
Bangkok_3713,18.2,C
Guadalajara_3714,108.6,F
Atenas_3715,-24.8,C
Houston_3716,5.9,F
Roma_3717,104.3,F
Roma_3718,83,F
Singapur_3719,44.4,F
Nairobi_3720,82.8,F
Pekín_3721,-12.4,F
Las Vegas_3722,44,C
Madrid_3723,25.4,C
Reykjavik_3724,10.1,C
Bangkok_3725,27.2,C
Cancun_3726,29.5,F
CDMX_3727,23.7,F
Helsinki_3728,-10,C
Berlin_3729,51,F
Tijuana_3730,103.5,F
Lagos_3731,-21.6,F
Nueva York_3732,-10.2,C
Madrid_3733,48.5,F
Chicago_3734,5.8,C
Lisboa_3735,10.9,C
Nairobi_3736,-17.6,C
Denver_3737,51.1,F
Boston_3738,42.8,F
Melbourne_3739,105.6,F
Tokio_3740,16.6,C
Buenos Aires_3741,88,F
Atenas_3742,18,C
Mumbai_3743,-28.7,C
Singapur_3744,106.7,F
Toronto_3745,-20.2,C
Phoenix_3746,101.6,F
Cairo_3747,76.4,F
Chicago_3748,51.4,F
Tijuana_3749,36.5,C
Roma_3750,53.2,F
Varsovia_3751,-10.2,C
Houston_3752,-8,F
Phoenix_3753,117.8,F
Roma_3754,60,F
Reykjavik_3755,30.8,F
Houston_3756,11.8,C
Houston_3757,120.6,F
Moscu_3758,80.3,F
Chicago_3759,90.9,F
Tokio_3760,-15.9,C
Houston_3761,100.9,F
Monterrey_3762,4.4,C
Puebla_3763,18.5,C
Phoenix_3764,95.6,F
Roma_3765,-9.9,C
Tijuana_3766,111.5,F
Monterrey_3767,-28.5,C
Dubai_3768,42.5,F
Denver_3769,-17.4,C
Helsinki_3770,50,C
Lagos_3771,75.6,F
Bogota_3772,51.4,F
Mumbai_3773,-25,C
Puebla_3774,69.1,F
Nueva York_3775,46.7,F
Denver_3776,-20.8,C
Lima_3777,44.3,C
Toronto_3778,72.4,F
Puebla_3779,37.2,C
Madrid_3780,29.2,C
Lagos_3781,30.7,C
Boston_3782,-1.7,C
Tijuana_3783,-28.2,C
Tijuana_3784,26.2,C
Madrid_3785,92.3,F
Berlin_3786,44.9,C
Ankara_3787,4.5,C
Dubai_3788,-16.5,C
Pekín_3789,29.4,C
Berlin_3790,-13.4,C
Lisboa_3791,-15.9,F
Lima_3792,-1.4,F
Miami_3793,4.7,F
Atenas_3794,99.1,F
Boston_3795,13.2,C
Houston_3796,46.3,C
Phoenix_3797,27,C
Cairo_3798,109.8,F
Miami_3799,56.7,F
Lagos_3800,-6,C
Phoenix_3801,3.8,C
Boston_3802,59.8,F
Las Vegas_3803,26.1,C
Auckland_3804,1.2,C
Reykjavik_3805,107.3,F
Lisboa_3806,59.2,F
Ankara_3807,3,C
Pekín_3808,40.6,C
Monterrey_3809,-12.2,C
Nairobi_3810,28.6,C
Roma_3811,21.3,C
Puebla_3812,24.5,F
Estocolmo_3813,37.2,F
Oslo_3814,-11.1,C
Oslo_3815,38.2,C
Budapest_3816,40.3,F
Buenos Aires_3817,90.2,F
Denver_3818,-1.6,F
Buenos Aires_3819,-5.1,F
Houston_3820,5.9,C
Reykjavik_3821,36.4,C
Tijuana_3822,78.6,F
Lagos_3823,91.6,F
Melbourne_3824,115.9,F
Ankara_3825,-15,C
Reykjavik_3826,-13.5,C
Sydney_3827,49.7,C
Seattle_3828,50.1,F
Singapur_3829,33.6,C
Dubai_3830,32.5,C
Santiago_3831,41.9,C
Cancun_3832,-14.6,C
Paris_3833,47.5,F
Puebla_3834,-27.8,C
Roma_3835,2.7,C
Atenas_3836,42,C
Cancun_3837,53.5,F
Londres_3838,38.5,F
Denver_3839,-13.6,C
Monterrey_3840,-18.3,C
Atenas_3841,23.7,C
Lagos_3842,52.7,F
Santiago_3843,50.2,F
Londres_3844,47.3,C
Madrid_3845,4.9,F
Madrid_3846,-23.1,C
Madrid_3847,0.9,C
Los Angeles_3848,-21.2,F
Roma_3849,19.2,F
Santiago_3850,48.7,C
Denver_3851,87.9,F
Roma_3852,19.3,C
Budapest_3853,-24.2,C
Seattle_3854,115.2,F
Roma_3855,-16.1,C
Houston_3856,11.7,C
Tokio_3857,-22.2,C
Reykjavik_3858,38.6,C
Londres_3859,2.8,C
Dubai_3860,-3.3,F
Miami_3861,43,C
Honolulu_3862,19,C
Budapest_3863,-26.1,C
Nueva York_3864,-21.4,F
Nairobi_3865,24.9,C
Oslo_3866,1.6,C
Roma_3867,60.8,F
Santiago_3868,6,C
Miami_3869,26.4,C
Oslo_3870,31.3,F
Melbourne_3871,6.3,C
Nueva York_3872,48.4,C
Lima_3873,26.5,F
Oslo_3874,14.2,C
Miami_3875,-20.7,F
Auckland_3876,-6.4,F
Melbourne_3877,54,F
Lisboa_3878,-20.2,C
Nairobi_3879,47.6,C
Varsovia_3880,60,F
Boston_3881,12.4,C
Estocolmo_3882,35.5,C
Atenas_3883,65.4,F
Chicago_3884,19.8,C
Guadalajara_3885,10.5,F
Tokio_3886,67.4,F
Houston_3887,18.5,F
Melbourne_3888,-2,C
Buenos Aires_3889,7,F
Moscu_3890,-2.9,C
Cairo_3891,14.6,F
Estocolmo_3892,32.6,F
Pekín_3893,17.8,C
Pekín_3894,38,C
Paris_3895,53.3,F
Berlin_3896,-18.8,C
Guadalajara_3897,22.6,F
Tokio_3898,-18.4,F
Varsovia_3899,17.2,F
Melbourne_3900,109.9,F
Oslo_3901,-24,C
Guadalajara_3902,6.4,C
Lisboa_3903,-20.6,C
Madrid_3904,72.8,F
Londres_3905,15.8,C
Lagos_3906,-2.1,F
Bogota_3907,-6.8,F
Guadalajara_3908,-16.6,C
Lagos_3909,121.4,F
Puebla_3910,3,C
Lisboa_3911,31.2,C
Auckland_3912,0.9,C
Oslo_3913,33.7,C
Boston_3914,88.1,F
Budapest_3915,83.4,F
CDMX_3916,-25.9,C
Tijuana_3917,84.7,F
Moscu_3918,-15,C
Miami_3919,0.8,C
Atenas_3920,-9.3,C
Melbourne_3921,-14.4,C
Reykjavik_3922,-14.6,F
Cancun_3923,30.5,C
Varsovia_3924,13,F
Varsovia_3925,81.2,F
Puebla_3926,21.8,C
Tijuana_3927,-25.2,C
CDMX_3928,32.3,C
Budapest_3929,19.5,C
Buenos Aires_3930,-1,C
Berlin_3931,86.4,F
Cancun_3932,26.6,C
Guadalajara_3933,41.4,C
Madrid_3934,-19.3,C
Varsovia_3935,38.8,C
Oslo_3936,64.5,F
Moscu_3937,42.2,C
Toronto_3938,25.4,F
Estocolmo_3939,29.2,C
Los Angeles_3940,105.7,F
Lima_3941,-7.5,F
Denver_3942,102.7,F
Chicago_3943,30.3,C
Honolulu_3944,-29.8,C
Monterrey_3945,-3.4,C
Melbourne_3946,-13.4,C
Roma_3947,48.2,F
Lisboa_3948,27.9,C
Varsovia_3949,121.3,F
Pekín_3950,39.2,C
Houston_3951,18.7,C
Seattle_3952,5.3,F
Toronto_3953,68.1,F
Miami_3954,4,C
Budapest_3955,15,F
Cancun_3956,36.8,C
Phoenix_3957,-6.1,C
Caracas_3958,88.1,F
Honolulu_3959,95.1,F
Chicago_3960,54.4,F
CDMX_3961,34.2,C
Tijuana_3962,94.4,F
Roma_3963,34.9,F
Moscu_3964,-17.1,C
Boston_3965,-18,F
Madrid_3966,21.4,C
Oslo_3967,24.4,F
Singapur_3968,11.1,C
Helsinki_3969,75.8,F
Boston_3970,12.8,F
Reykjavik_3971,46.6,C
Chicago_3972,-6.4,F
Los Angeles_3973,48.4,C
Monterrey_3974,90,F
Dubai_3975,41.6,C
Atenas_3976,-10.9,C
Oslo_3977,27.1,C
Ankara_3978,35,C
Santiago_3979,13.9,C
Santiago_3980,24.1,C
Estocolmo_3981,11.4,C
Melbourne_3982,36.5,C
Moscu_3983,-14.3,F
Seattle_3984,51.7,F
Ankara_3985,11,C
Sydney_3986,42.9,C
Lima_3987,-18.4,F
Lisboa_3988,34.2,F
Los Angeles_3989,-6.3,C
Roma_3990,32.6,C
Cairo_3991,41.1,C
Singapur_3992,14.3,C
Dubai_3993,17.1,F
Denver_3994,45,C
Oslo_3995,30.2,F
Las Vegas_3996,100,F
Singapur_3997,6.9,C
Auckland_3998,48.2,C
Boston_3999,0,F
Las Vegas_4000,95.1,F
CDMX_4001,47.1,C
Pekín_4002,49,F
Roma_4003,-17.2,F
Guadalajara_4004,-6.4,F
Houston_4005,-16.9,C
Tijuana_4006,6.5,F
Mumbai_4007,113.6,F
Bangkok_4008,110.6,F
Ankara_4009,-18.3,C
Miami_4010,30.1,C
Bangkok_4011,27.2,C
Madrid_4012,7.6,F
Oslo_4013,76.4,F
Puebla_4014,0,C
Tokio_4015,61.7,F
Seattle_4016,-26.9,C
Denver_4017,84.9,F
Dubai_4018,28.6,C
Boston_4019,5,C
Tokio_4020,2.7,C
Mumbai_4021,50.5,F
Buenos Aires_4022,67.8,F
Mumbai_4023,16.1,F
Lagos_4024,66.1,F
Cancun_4025,-11.1,C
Guadalajara_4026,-17.3,C
Tijuana_4027,53.7,F
Lisboa_4028,72.6,F
Monterrey_4029,-9.9,F
Guadalajara_4030,-3.9,C
Denver_4031,7.4,C
Reykjavik_4032,91.3,F
Melbourne_4033,115.1,F
Dubai_4034,-5.6,F
Singapur_4035,38.9,C
Boston_4036,29.1,C
Oslo_4037,-12.2,F
Paris_4038,42.4,C
Helsinki_4039,47.3,F
Reykjavik_4040,-29.5,C
Honolulu_4041,-28.3,C
Los Angeles_4042,18.2,F
Denver_4043,112.8,F
Bogota_4044,-2,C
Ankara_4045,1.4,F
Lisboa_4046,85.4,F
Lisboa_4047,105.5,F
Bogota_4048,23.1,C
Oslo_4049,26.5,C
Miami_4050,39.4,F
Melbourne_4051,28.9,C
Tokio_4052,18.4,C
Lima_4053,-16.2,C
Singapur_4054,-6.8,C
Houston_4055,0.1,F
Bogota_4056,21.6,C
Monterrey_4057,30,F
Chicago_4058,-8.4,F
Oslo_4059,-18.2,C
Nueva York_4060,-27.4,C
Las Vegas_4061,2.1,F
Roma_4062,97.1,F
Moscu_4063,99.8,F
Lagos_4064,51.1,F
Bangkok_4065,82.7,F
Cairo_4066,-21.7,C
Singapur_4067,-0.6,C
Auckland_4068,42.2,F
Houston_4069,2.6,F
Budapest_4070,96.7,F
Tokio_4071,73.5,F
Miami_4072,40.3,C
Honolulu_4073,59.5,F
Pekín_4074,39.9,F
Dubai_4075,14.3,F
Puebla_4076,74.2,F
Londres_4077,-12.9,C
Bogota_4078,95.5,F
Reykjavik_4079,46.9,C
Tijuana_4080,-12.3,C
Lima_4081,67.9,F
Phoenix_4082,59.2,F
Santiago_4083,8.9,C
CDMX_4084,104.5,F
Tijuana_4085,81.7,F
Chicago_4086,40.9,C
Houston_4087,47.1,C
Bogota_4088,68.9,F
Nairobi_4089,28.7,C
Chicago_4090,110.3,F
Budapest_4091,52.1,F
Toronto_4092,31.4,C
Boston_4093,-5.3,C
Madrid_4094,106.5,F
Lisboa_4095,43.8,C
Monterrey_4096,-17.2,C
Budapest_4097,48.6,C
Paris_4098,27.2,F
Londres_4099,15.7,C
Ankara_4100,8.6,F
Reykjavik_4101,19.7,C
Tijuana_4102,54.8,F
Paris_4103,-25.4,C
Phoenix_4104,-9.5,C
Berlin_4105,88.4,F
Helsinki_4106,36.5,C
Seattle_4107,24,F
Buenos Aires_4108,-29.7,C
Cancun_4109,-17.2,F
Oslo_4110,11.4,C
Caracas_4111,33.4,C
Atenas_4112,4.7,C
Bangkok_4113,93.9,F
Monterrey_4114,-10.5,C
Roma_4115,82.2,F
Lima_4116,3,C
Bogota_4117,-2.7,C
Phoenix_4118,120.9,F
Varsovia_4119,18.8,C
Phoenix_4120,-16.2,C
Boston_4121,-12.2,F
Lima_4122,48.8,C
Moscu_4123,97.3,F
Oslo_4124,12.7,C
Cancun_4125,24.3,C
Oslo_4126,-24.3,C
Atenas_4127,53.7,F
Toronto_4128,-28.4,C
Lisboa_4129,22.6,C
Tijuana_4130,38.2,C
Nairobi_4131,87.6,F
Caracas_4132,72.2,F
Tijuana_4133,79.6,F
Chicago_4134,95.4,F
Oslo_4135,-20.7,C
Auckland_4136,63.6,F
Lagos_4137,25.8,F
Los Angeles_4138,6.3,F
Santiago_4139,102.2,F
Moscu_4140,43.8,C
Guadalajara_4141,26.6,F
Honolulu_4142,-6.3,F
Dubai_4143,43.9,C
Atenas_4144,2,F
Ankara_4145,0.8,F
Ankara_4146,42.6,F
Berlin_4147,8,C
Monterrey_4148,31.4,C
Singapur_4149,-17.1,C
Nueva York_4150,81.8,F
Lima_4151,-27,C
Ankara_4152,44.6,F
Mumbai_4153,14.3,C
Nueva York_4154,3.2,C
Estocolmo_4155,18.9,C
Cairo_4156,59,F
Buenos Aires_4157,-28,C
Lisboa_4158,4.4,C
Lima_4159,54.3,F
Miami_4160,-20.8,C
Toronto_4161,31.4,C
Chicago_4162,2.4,F
Nueva York_4163,14.5,C
Helsinki_4164,82.3,F
Lisboa_4165,-13.9,F
Dubai_4166,12.3,C
Seattle_4167,22.3,F
Moscu_4168,-17.5,F
Ankara_4169,79.3,F
Boston_4170,38.4,C
Phoenix_4171,16.6,F
Lisboa_4172,75.4,F
Melbourne_4173,120.3,F
Dubai_4174,-19,C
Buenos Aires_4175,40.3,C
Mumbai_4176,36.4,C
Roma_4177,22.6,C
Lisboa_4178,43.8,F
Honolulu_4179,38,C
Los Angeles_4180,21.7,C
Lima_4181,36.1,C
Seattle_4182,54.3,F
Honolulu_4183,60.2,F
Lagos_4184,38.2,C
Singapur_4185,-26.6,C
Lagos_4186,-20.3,F
Cancun_4187,29.7,C
Moscu_4188,60.9,F
Pekín_4189,14.8,C
Nueva York_4190,67.1,F
Tokio_4191,118.1,F
Santiago_4192,85.9,F
Denver_4193,15.9,F
Reykjavik_4194,103.8,F
Estocolmo_4195,88.7,F
Singapur_4196,12,C
Sydney_4197,-2,C
Las Vegas_4198,-5.2,C
Atenas_4199,32.1,F
Boston_4200,91.6,F
Cairo_4201,83.4,F
Toronto_4202,1.6,C
Lima_4203,38.3,F
Nueva York_4204,-5.1,C
Melbourne_4205,26.5,F
Miami_4206,-13.2,C
Reykjavik_4207,-1.8,C
Oslo_4208,32.2,F
Seattle_4209,-12,C
Mumbai_4210,93.6,F
Boston_4211,98.8,F
Berlin_4212,-6.3,C
Boston_4213,-2.1,F
Paris_4214,-8.6,F
Guadalajara_4215,-19.8,C
Honolulu_4216,44.6,C
Nueva York_4217,9.2,C
Seattle_4218,33.9,C
Los Angeles_4219,75.5,F
Paris_4220,-4.8,C
Bangkok_4221,-16.4,C
Cairo_4222,109.5,F
Cancun_4223,78.5,F
Houston_4224,2,F
Los Angeles_4225,21.4,F
Chicago_4226,-13,C
Mumbai_4227,-3.4,F
Melbourne_4228,33.7,C
Cairo_4229,-20.4,C
Ankara_4230,-11.4,F
Houston_4231,108.1,F
Dubai_4232,-6.1,C
Santiago_4233,83.4,F
Puebla_4234,40.8,F
Paris_4235,35.7,C
Pekín_4236,29.7,C
Mumbai_4237,44.3,F
Boston_4238,13,C
Dubai_4239,12.9,C
Berlin_4240,94.8,F
Madrid_4241,9.2,C
Budapest_4242,41,C
Bogota_4243,19.3,C
Mumbai_4244,13.8,C
Auckland_4245,35.3,F
Cancun_4246,34.6,F
Guadalajara_4247,25.1,C
Oslo_4248,10.6,C
Budapest_4249,-3.2,C
Houston_4250,-21.3,C
Londres_4251,44.9,C
Oslo_4252,28.6,C
Tijuana_4253,-7.4,C
Bogota_4254,-19.3,C
Oslo_4255,41.5,C
Lima_4256,-7.3,C
Moscu_4257,-11.3,F
Guadalajara_4258,-11.9,C
Sydney_4259,28.8,C
Guadalajara_4260,-4.7,C
Cancun_4261,-3.2,C
Tokio_4262,31.2,C
Helsinki_4263,118,F
Mumbai_4264,-1.7,C
Oslo_4265,45.4,C
Paris_4266,-19.8,C
Paris_4267,28.3,F
Londres_4268,-8.3,C
Puebla_4269,43.9,F
Oslo_4270,42,F
Atenas_4271,92.1,F
CDMX_4272,-27,C
Helsinki_4273,28.2,F
Singapur_4274,-9.3,C
Tijuana_4275,29.9,C
Moscu_4276,39.5,C
Los Angeles_4277,60.6,F
Caracas_4278,15.7,C
Seattle_4279,49.2,C
Las Vegas_4280,-21.5,C
Oslo_4281,56.8,F
Singapur_4282,41.6,F
Oslo_4283,84.3,F
Bangkok_4284,-7,F
Cancun_4285,79.2,F
Estocolmo_4286,30.2,F
Singapur_4287,28.8,C
Los Angeles_4288,5.6,F
Honolulu_4289,62.7,F
Chicago_4290,-19.2,C
Toronto_4291,38.4,C
Nueva York_4292,33.1,F
Estocolmo_4293,32.4,C
Sydney_4294,-21.3,C
Reykjavik_4295,-0.3,C
Los Angeles_4296,1.9,C
Bangkok_4297,-0.6,C
Tokio_4298,-26.7,C
Santiago_4299,17.6,C
Miami_4300,-17.9,C
Buenos Aires_4301,-11.3,C
Melbourne_4302,-24.1,C
Houston_4303,43.1,C
Cancun_4304,100.8,F
Las Vegas_4305,-8.2,F
Singapur_4306,119.5,F
Tokio_4307,84.2,F
Oslo_4308,7,F
Los Angeles_4309,95.5,F
Moscu_4310,18.6,C
Buenos Aires_4311,0.9,C
Nueva York_4312,27.3,C
Singapur_4313,32.8,C
Denver_4314,-27.6,C
Lisboa_4315,35,C
Moscu_4316,49.9,F
Mumbai_4317,17.7,C
Tijuana_4318,-15.3,C
Berlin_4319,9.7,C
Singapur_4320,37.2,F
Dubai_4321,-16,C
Chicago_4322,15.1,C
Mumbai_4323,76.8,F
Madrid_4324,1.4,C
Cancun_4325,-26.1,C
Auckland_4326,-16.6,C
Sydney_4327,0.1,C
Auckland_4328,22,C
Nueva York_4329,0,C
Pekín_4330,-7,C
Ankara_4331,57.5,F
Cancun_4332,25.1,C
Tokio_4333,116.5,F
Ankara_4334,89.9,F
Santiago_4335,45.1,C
Lagos_4336,49.7,F
